"fullvisitorid","date","units_sold","unit_price","revenue"
"5941342677901726254","2017-05-14",1,"119.00","124.00"
"9781166634319241612","2017-06-12",1,"119.00","124.00"
"3501315079273947662","2017-06-16",1,"119.00","124.00"
"2275834532153750708","2017-07-24",1,"119.00","124.00"
"6915314955557240144","2017-05-25",1,"119.00","124.00"
"6870355132506119248","2017-06-12",1,"119.00","124.00"
"4707463604580371708","2017-07-04",1,"119.00","124.00"
"3878903300461687525","2017-07-27",1,"119.00","124.00"
"9222062124244299194","2017-06-04",1,"119.00","124.00"
"5029225078930250436","2017-06-18",1,"119.00","124.00"
"8685864566538593062","2017-07-18",1,"119.00","124.00"
"3717170129903083793","2017-06-08",1,"119.00","124.00"
"393619277956684779","2017-06-16",1,"119.00","124.00"
"3284895041592378582","2017-07-05",1,"119.00","124.00"
"5124616466318600912","2017-05-13",1,"119.00","124.00"
"8305367045137845091","2017-07-16",1,"119.00","124.00"
"7857962993721834036","2017-07-23",1,"119.00","124.00"
"6491883331627747485","2017-07-20",1,"119.00","124.00"
"9861899664704674458","2017-07-07",1,"119.00","124.00"
"7779044039385258350","2017-07-08",1,"119.00","124.00"
"1234910299201215497","2017-06-29",1,"119.00","124.00"
"7177475375182009727","2017-07-06",1,"119.00","124.00"
"2983470666569405838","2017-05-08",1,"119.00","124.00"
"6689602361822446007","2017-05-01",1,"119.00","124.00"
"6810806834676413363","2017-05-30",1,"119.00","124.00"
"6851514197065603297","2017-07-04",1,"119.00","124.00"
"1411452354779781065","2017-06-16",8,"15.19","123.85"
"2870963788113068865","2017-05-23",14,"8.79","123.81"
"4380984667405798973","2017-05-18",7,"17.59","123.80"
"3658091589289896549","2017-05-18",25,"4.79","123.75"
"1122339375048872606","2017-05-16",8,"15.19","123.52"
"353609143873862442","2017-06-19",1,"119.00","123.50"
"8405490380218745351","2017-06-28",1,"119.00","123.50"
"4066780724964820990","2017-05-25",1,"119.00","123.50"
"6207808178177919930","2017-06-12",50,"2.39","123.50"
"313185461725472462","2017-07-20",1,"119.00","123.50"
"46427759152409137","2017-08-01",1,"119.00","123.50"
"8592942270315928463","2017-06-16",1,"119.00","123.50"
"6203083576182031180","2017-06-21",1,"119.00","123.50"
"073999518056445680","2017-06-06",1,"119.00","123.50"
"0024688675499764898","2017-06-11",1,"119.00","123.50"
"8465851230334313313","2017-07-02",1,"119.00","123.50"
"6713159284750368363","2017-05-20",1,"119.00","123.50"
"1193376245361270600","2017-05-21",1,"119.00","123.50"
"2529767160437002100","2017-06-28",1,"119.00","123.50"
"52288825495211066","2017-05-27",1,"119.00","123.50"
"2784942120103663238","2017-07-09",1,"119.00","123.50"
"41708652250449856","2017-05-04",1,"119.00","123.50"
"5713365943321772776","2017-07-09",1,"119.00","123.50"
"2504095667701428941","2017-06-02",1,"119.00","123.50"
"2825338168547876730","2017-06-13",1,"119.00","123.50"
"8384218582403570982","2017-06-20",1,"119.00","123.50"
"797059199422945801","2017-07-12",1,"119.00","123.50"
"7651762008868023862","2017-06-13",1,"119.00","123.50"
"9255095515538807843","2017-07-17",1,"119.00","123.50"
"0630904988471178518","2017-05-16",1,"119.00","123.50"
"069473251386882537","2017-05-18",1,"119.00","123.50"
"1521981318999169925","2017-07-10",1,"119.00","123.50"
"3052828106337222847","2017-07-13",2,"61.58","123.16"
"0554420125524525961","2017-06-11",2,"61.58","123.16"
"1970566993843297718","2017-05-02",2,"61.58","123.16"
"3189618204089250537","2017-06-06",2,"61.58","123.16"
"3052828106337222847","2017-07-13",72,"1.71","123.12"
"7498426319470024193","2017-06-22",1,"119.00","123.00"
"2958670304005364003","2017-06-27",1,"119.00","123.00"
"8225471446698390050","2017-05-26",1,"119.00","123.00"
"9264003041583298473","2017-07-24",1,"119.00","123.00"
"3793302062028375530","2017-07-23",1,"119.00","123.00"
"2738928729389035829","2017-05-31",1,"119.00","123.00"
"374613759429797703","2017-05-05",1,"119.00","123.00"
"9756202106186308060","2017-07-07",1,"119.00","123.00"
"1719668889879806245","2017-06-21",1,"119.00","123.00"
"2334382698307378022","2017-06-01",1,"119.00","123.00"
"07639346958209576","2017-05-26",1,"119.00","123.00"
"9755844997508483282","2017-06-11",1,"119.00","123.00"
"976976692916399721","2017-07-06",1,"119.00","123.00"
"1191238472186026284","2017-05-18",1,"119.00","123.00"
"538204633963390802","2017-07-11",1,"119.00","123.00"
"0045999868941753750","2017-05-21",1,"119.00","123.00"
"2893818766386244644","2017-08-01",1,"119.00","123.00"
"3415234279690606739","2017-07-01",1,"119.00","123.00"
"136739900382144481","2017-07-28",1,"119.00","123.00"
"3936196053435749762","2017-06-24",1,"119.00","123.00"
"2804306567966942481","2017-06-26",1,"119.00","123.00"
"6535672939039809693","2017-07-25",1,"119.00","123.00"
"4270273691314226963","2017-07-10",1,"119.00","123.00"
"3373508111963616267","2017-06-14",1,"119.00","123.00"
"9942786177912725309","2017-07-25",1,"119.00","123.00"
"3620898525801325765","2017-05-06",1,"119.00","123.00"
"2189858001089192837","2017-06-20",1,"119.00","123.00"
"9720699833993645726","2017-06-12",1,"119.00","123.00"
"0776879725916521073","2017-05-18",1,"119.00","123.00"
"6490207915095285589","2017-06-14",1,"119.00","123.00"
"593454932952091656","2017-07-02",1,"119.00","123.00"
"64068038132221448","2017-06-16",1,"119.00","123.00"
"7681490372890457184","2017-07-27",1,"119.00","123.00"
"3258274182437642669","2017-05-06",1,"119.00","123.00"
"8791371961859369689","2017-05-31",1,"119.00","123.00"
"2635682272353522892","2017-05-18",1,"119.00","123.00"
"5034083964199360820","2017-06-24",1,"119.00","123.00"
"776676056395978627","2017-06-12",1,"119.00","123.00"
"6439711993201552616","2017-08-01",1,"119.00","123.00"
"9974790838329602446","2017-07-05",1,"119.00","123.00"
"2199423495407162002","2017-07-16",1,"119.00","123.00"
"0143517400552259156","2017-06-23",1,"119.00","123.00"
"4170549438224210324","2017-07-06",1,"119.00","123.00"
"259280989899376055","2017-05-16",1,"119.00","123.00"
"4375144375416850743","2017-06-06",1,"119.00","123.00"
"0985098225619885190","2017-05-11",1,"119.00","123.00"
"7251053720591669157","2017-05-20",1,"119.00","123.00"
"1133434691436733437","2017-06-15",1,"119.00","123.00"
"0988576927876765391","2017-05-01",1,"119.00","123.00"
"7494673041019568672","2017-07-25",1,"119.00","123.00"
"5635635846003176783","2017-05-13",1,"119.00","123.00"
"7649925335204984644","2017-06-30",1,"119.00","123.00"
"7793739943724753920","2017-06-07",1,"119.00","123.00"
"187523880481908797","2017-06-08",1,"119.00","123.00"
"005802205719044162","2017-07-19",1,"119.00","123.00"
"2831706778117843147","2017-05-22",1,"119.00","123.00"
"6730446683649297045","2017-05-03",1,"119.00","123.00"
"3674270431388591749","2017-07-21",1,"119.00","123.00"
"8390863536507711709","2017-05-24",1,"119.00","123.00"
"462669530882642366","2017-07-18",1,"119.00","123.00"
"9878819816038766273","2017-06-17",1,"119.00","123.00"
"6016404415425177844","2017-07-21",1,"119.00","123.00"
"2153015778151826732","2017-05-20",1,"119.00","123.00"
"8718149228571073343","2017-07-11",1,"119.00","123.00"
"8228146661642608429","2017-05-10",1,"119.00","123.00"
"4316820542877393240","2017-06-14",1,"119.00","123.00"
"3562483026897778654","2017-05-31",1,"119.00","123.00"
"1661460117302828222","2017-07-25",1,"119.00","123.00"
"2841433720117475803","2017-05-30",1,"119.00","123.00"
"4279461045469755897","2017-05-01",1,"119.00","123.00"
"6907707614094652632","2017-05-06",1,"119.00","123.00"
"9153838773817877761","2017-06-10",1,"119.00","123.00"
"2784942120103663238","2017-06-19",1,"119.00","123.00"
"9540726251857054229","2017-06-23",1,"119.00","123.00"
"5745256418494884682","2017-07-27",1,"119.00","123.00"
"2921874972620335451","2017-05-23",1,"119.00","123.00"
"9087936485214807267","2017-07-22",1,"119.00","123.00"
"2016468263715414412","2017-07-23",1,"119.00","123.00"
"2763605567681882960","2017-05-19",1,"119.00","123.00"
"431995905654252999","2017-06-02",1,"119.00","123.00"
"0367210912160112954","2017-06-05",1,"119.00","123.00"
"3667463825997282437","2017-06-11",1,"119.00","123.00"
"7254079148658996947","2017-06-30",1,"119.00","123.00"
"7032925674295119702","2017-06-05",1,"119.00","123.00"
"5298832142252519979","2017-07-31",1,"119.00","123.00"
"8790109508307932235","2017-07-09",1,"119.00","123.00"
"4193314787979464616","2017-05-26",1,"119.00","123.00"
"2595931394346003183","2017-05-16",1,"119.00","123.00"
"1026745465635037777","2017-05-11",1,"119.00","123.00"
"5925088979820923372","2017-07-23",1,"119.00","123.00"
"152213783412960753","2017-07-17",1,"119.00","123.00"
"7832256956385718910","2017-05-08",1,"119.00","123.00"
"627911872499384695","2017-07-02",1,"119.00","123.00"
"2028352289029052586","2017-06-01",1,"119.00","123.00"
"155964623345067408","2017-05-31",1,"119.00","123.00"
"8735727367659207397","2017-06-16",1,"119.00","123.00"
"5524938797248612492","2017-06-02",1,"119.00","123.00"
"6115319654754427031","2017-06-04",1,"119.00","123.00"
"8218367263790654904","2017-05-24",1,"119.00","123.00"
"4239624082558605662","2017-06-05",1,"119.00","123.00"
"7321726274046664258","2017-06-08",1,"119.00","123.00"
"4931798990197853019","2017-07-17",1,"119.00","123.00"
"7854006807900923272","2017-05-22",1,"119.00","123.00"
"5986755948612108306","2017-06-26",1,"119.00","123.00"
"0222349327225412224","2017-07-18",1,"119.00","123.00"
"5867016489244090381","2017-05-09",1,"119.00","123.00"
"0866542004438831271","2017-07-06",1,"119.00","123.00"
"5649726958304551845","2017-05-05",1,"119.00","123.00"
"99373156497960944","2017-07-13",1,"119.00","123.00"
"7804936271939230154","2017-05-22",1,"119.00","123.00"
"3819061443609040072","2017-07-21",1,"119.00","123.00"
"514528013296003615","2017-07-05",1,"119.00","123.00"
"4908954574730556853","2017-07-19",1,"119.00","123.00"
"9127657904050953509","2017-05-09",5,"24.49","122.90"
"0214776722271775969","2017-05-09",15,"7.99","122.85"
"5793599862151444630","2017-05-01",25,"4.79","122.75"
"804688559095985023","2017-07-20",30,"3.99","122.70"
"3887884860306677429","2017-06-13",1,"119.00","122.50"
"3416115062835017464","2017-07-10",70,"1.75","122.50"
"9747359771865452577","2017-05-29",1,"119.00","122.50"
"944735135364968618","2017-06-08",1,"119.00","122.50"
"6115319654754427031","2017-06-04",1,"119.00","122.50"
"510422458018260263","2017-05-03",1,"119.00","122.50"
"2131767857085985844","2017-05-26",1,"119.00","122.50"
"6587772944088926180","2017-05-22",1,"119.00","122.50"
"7247006759560991913","2017-05-30",1,"119.00","122.50"
"7640844068811990915","2017-05-01",50,"2.39","122.50"
"8264772507978679546","2017-05-09",1,"119.00","122.50"
"8850999143264724365","2017-07-15",1,"119.00","122.50"
"6444025639088571200","2017-07-27",1,"119.00","122.50"
"0926892398055293807","2017-05-22",1,"119.00","122.50"
"3685172705835059353","2017-07-28",1,"119.00","122.50"
"4715075583879973927","2017-07-24",1,"119.00","122.50"
"0841418491793274468","2017-05-04",1,"119.00","122.50"
"0280931034891051814","2017-07-24",1,"119.00","122.50"
"5021130510857499610","2017-07-31",1,"119.00","122.50"
"5535430836653905035","2017-06-19",1,"119.00","122.50"
"0889882345016241589","2017-07-07",1,"119.00","122.50"
"3923283939878060470","2017-08-01",1,"119.00","122.50"
"1691847018136580109","2017-05-27",1,"119.00","122.50"
"2307162976725922727","2017-05-22",1,"119.00","122.50"
"6750341726655002083","2017-07-05",35,"3.50","122.50"
"6293290892184350483","2017-07-18",1,"119.00","122.50"
"7450097547873505201","2017-06-03",1,"119.00","122.50"
"4077980240488475660","2017-07-17",1,"119.00","122.50"
"1505005738555930573","2017-05-09",10,"11.99","122.40"
"0676334511398886504","2017-07-26",3,"40.77","122.31"
"8207927310589023961","2017-06-12",3,"40.77","122.31"
"1024805847071570490","2017-06-27",3,"40.77","122.31"
"8826538902252293768","2017-07-28",3,"40.77","122.31"
"9614417668640234079","2017-06-15",3,"40.77","122.31"
"5168176853508487379","2017-07-10",3,"40.77","122.31"
"0588920124789640640","2017-06-11",3,"40.77","122.31"
"2581528336459894607","2017-07-17",3,"40.77","122.31"
"7361963700684002436","2017-06-25",3,"40.77","122.31"
"3241516164892819014","2017-07-25",3,"40.77","122.31"
"1024805847071570490","2017-06-26",3,"40.77","122.31"
"6296763059019207281","2017-06-21",3,"40.77","122.31"
"6006657047016577071","2017-05-26",3,"40.77","122.31"
"3968957980752374922","2017-06-13",3,"40.77","122.31"
"00122544416887869","2017-08-01",3,"40.77","122.31"
"1808858199871827844","2017-07-14",3,"40.77","122.31"
"056516105397733466","2017-08-01",3,"40.77","122.31"
"3533773123669464150","2017-05-30",3,"40.77","122.31"
"3882155860208938967","2017-05-17",3,"40.77","122.31"
"3742332932978201442","2017-05-30",3,"40.77","122.31"
"7458764496713255795","2017-06-20",1,"119.00","122.00"
"9958107214026650598","2017-05-30",1,"119.00","122.00"
"2744379501260100252","2017-05-03",1,"119.00","122.00"
"6387357109358059773","2017-06-04",1,"119.00","122.00"
"0969143276452107492","2017-05-25",1,"119.00","122.00"
"8050905518014714484","2017-06-04",1,"119.00","122.00"
"1893460807654573705","2017-05-16",1,"119.00","122.00"
"1386445255712733779","2017-07-31",1,"119.00","122.00"
"3640057256355313383","2017-06-05",1,"119.00","122.00"
"9744662816741504698","2017-07-09",1,"119.00","122.00"
"2304237403680517221","2017-07-31",1,"119.00","122.00"
"5957482009254363086","2017-06-09",1,"119.00","122.00"
"860621133753694596","2017-05-09",1,"119.00","122.00"
"3671379010744845647","2017-05-24",1,"119.00","122.00"
"2936533055379673499","2017-05-22",1,"119.00","122.00"
"6331657826097575875","2017-07-18",1,"119.00","122.00"
"1024703635623427147","2017-05-30",1,"119.00","122.00"
"0757146989009213534","2017-05-24",1,"119.00","122.00"
"4067396122350913067","2017-05-22",1,"119.00","122.00"
"8779671439914090187","2017-07-29",1,"119.00","122.00"
"9937419074867379659","2017-05-18",1,"119.00","122.00"
"7870763775672290532","2017-06-26",1,"119.00","122.00"
"0943632736660198665","2017-06-07",1,"119.00","122.00"
"6891422330853688882","2017-05-09",1,"119.00","122.00"
"0070452995371344990","2017-07-11",1,"119.00","122.00"
"0749845310876625317","2017-07-16",1,"119.00","122.00"
"0681907318634296346","2017-07-18",1,"119.00","122.00"
"3523277640777398057","2017-05-19",1,"119.00","122.00"
"6658914402477584324","2017-07-31",1,"119.00","122.00"
"6651412066477018185","2017-05-18",1,"119.00","122.00"
"8495123945338411688","2017-07-28",1,"119.00","122.00"
"4955840606968861758","2017-07-21",1,"119.00","122.00"
"5428831755650938985","2017-05-19",1,"119.00","122.00"
"921222403161977247","2017-05-31",1,"119.00","122.00"
"4777118609407205430","2017-07-19",1,"119.00","122.00"
"2608874979732577086","2017-06-16",1,"119.00","122.00"
"0666545559290742213","2017-07-12",1,"119.00","122.00"
"8383713624072719169","2017-07-17",1,"119.00","122.00"
"2967230583360190630","2017-06-03",1,"119.00","122.00"
"9981569301418262125","2017-06-11",1,"119.00","122.00"
"3819399876902838574","2017-06-23",1,"119.00","122.00"
"6044320034785394178","2017-08-01",1,"119.00","122.00"
"2862105863252660434","2017-06-26",1,"119.00","122.00"
"0040047901650998948","2017-05-29",1,"119.00","122.00"
"6263745747865524278","2017-06-06",1,"119.00","122.00"
"3908922500243603244","2017-06-19",1,"119.00","122.00"
"3981643507118895427","2017-05-15",1,"119.00","122.00"
"6752812346301196836","2017-06-28",1,"119.00","122.00"
"9739836113793838284","2017-07-14",1,"119.00","122.00"
"4130749766782692017","2017-07-11",1,"119.00","122.00"
"8127668796160668852","2017-05-17",1,"119.00","122.00"
"3062797643714497161","2017-07-02",1,"119.00","122.00"
"0651179458783986647","2017-06-24",1,"119.00","122.00"
"859209885442423226","2017-06-04",1,"119.00","122.00"
"0771264453661593770","2017-06-08",1,"119.00","122.00"
"5254344941722285021","2017-07-06",1,"119.00","122.00"
"7630474496159288868","2017-05-18",1,"119.00","122.00"
"2336275067280152801","2017-05-31",1,"119.00","122.00"
"6955260600587262995","2017-07-17",1,"119.00","122.00"
"5496978235280503128","2017-06-13",1,"119.00","122.00"
"667608672674298641","2017-06-19",1,"119.00","122.00"
"250470143659800847","2017-06-04",1,"119.00","122.00"
"1413926032042347905","2017-07-22",1,"119.00","122.00"
"2860240344274815860","2017-07-17",1,"119.00","122.00"
"0767340189025724298","2017-05-22",1,"119.00","122.00"
"2805284867691309834","2017-07-13",1,"119.00","122.00"
"4488101695355623721","2017-05-30",1,"119.00","122.00"
"8551112991718773193","2017-05-07",1,"119.00","122.00"
"6667012452254790871","2017-06-20",1,"119.00","122.00"
"5093207610788239420","2017-06-01",1,"119.00","122.00"
"485466952688938630","2017-05-30",1,"119.00","122.00"
"1164445829888162712","2017-07-21",1,"119.00","122.00"
"5901800016068636360","2017-05-07",1,"119.00","122.00"
"9196022341304082413","2017-07-19",25,"4.80","122.00"
"8738228520679390232","2017-07-09",1,"119.00","122.00"
"6907209345428430574","2017-07-29",1,"119.00","122.00"
"0173284233483325048","2017-07-13",1,"119.00","122.00"
"9605458238084132528","2017-05-30",1,"119.00","122.00"
"0318618480463557336","2017-07-22",1,"119.00","122.00"
"2398984106598578197","2017-07-22",1,"119.00","122.00"
"8397698254089895451","2017-07-05",1,"119.00","122.00"
"3536212517159320992","2017-07-03",1,"119.00","122.00"
"7050960660701385747","2017-06-27",1,"119.00","122.00"
"9557317084069766312","2017-05-14",1,"119.00","122.00"
"3909388707256187992","2017-06-10",1,"119.00","122.00"
"1473429292533634257","2017-05-31",1,"119.00","122.00"
"896528750479517807","2017-07-18",1,"119.00","122.00"
"8536556609536675806","2017-07-13",1,"119.00","122.00"
"0239952415098818415","2017-05-21",1,"119.00","122.00"
"9165187487123918614","2017-06-23",1,"119.00","122.00"
"1537709888153568613","2017-06-28",1,"119.00","122.00"
"14711432631708557","2017-06-09",1,"119.00","122.00"
"8949959814019425517","2017-07-18",1,"119.00","122.00"
"318425238447490339","2017-07-03",1,"119.00","122.00"
